,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,is_organic
47562,C[C@@H]1C=C([C@@H]2[C@H]([C@@]1(CO[C@H]2C3=CC=C(C=C3)OC)COC(=O)C)C)C,Active,4,True
47563,C[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)O[C@@H]2C[C@H]([C@@]3([C@@H]4[C@@H](CC[C@@]3(C2)O)[C@@]5(CC[C@@H]([C@]5(C[C@H]4O)C)C6=CC(=O)OC6)O)CO)O)O)O)O,Active,4,True
47564,CC1(CC2=CC(=C(C=C2C3=CC4=NC5=CC=CC=C5N=C4N31)OC)OC)C,Active,4,True
47565,C1CC2(CCN(CC2)C(=O)C3=CC=NC=C3)CN(C1)C4=CC=CC(=C4)C5=CC=CC=C5,Active,4,True
47566,COC1=CC=C(C=C1)C2=NC3=CN=C(N=C3N(C2=O)CC4=CC=C(C=C4)F)OC,Active,5,True
47567,C1=C2C(=CC(=C1Cl)Cl)N=C(N2)[C@H]3[C@@H]([C@@H]([C@@H](O3)CO)O)O,Active,4,True
47568,C1=CC=C(C=C1)C2=NC3=CN=C(N=C3N(C2=O)CC4=CC=CS4)OC5=CC=CC=C5,Active,36,True
47569,C1CN(CCC12CN(C2)C3=CC=CC(=C3)C4=CC=CC=C4)C(=O)C5=NC=CN=C5,Active,4,True
47570,COC1=CC=C(C=C1)C(=O)N2CCC[C@]3(C2)CCN(C3)C4=CC=CC(=C4)C5=CC=CC=C5,Active,4,True
47575,C1CC1N2C3=NC(=NC=C3N=C(C2=O)C4=CC(=CC(=C4)F)F)N5CCOCC5,Active,40,True
47576,C[C@H]([C@@H]1C[C@@]1(C)[C@H](C2=CC=CC=C2)NC(=O)OCC3=CC=CC=C3)C(=O)NCC4CC4,Active,4,True
47577,CC1=CC[C@]2(CC[C@@]([C@@H]2[C@@H](C1)OC(=O)C3=CC(=C(C=C3)O)OC)(C(C)C)O)C,Active,4,True
47578,CNC(=O)[C@@H]1[C@H]([C@@H]([C@H](O1)N2C=NC3=C(N=C(N=C32)Cl)NCC4=CC(=CC=C4)I)O)O,Active,4,True
47579,CC(=O)NCCNC1=NC(=NC2=CC=CC=C21)C3=CC=CC=C3OC,Active,4,True
47580,COC1=CC=C(C=C1)C(=O)N2CCC[C@]3(C2)CCN(C3)C(=O)NC4=CC=C(C=C4)OC,Active,4,True
47581,CC(=C)[C@H]1CC2=C(O1)C=CC3=C2O[C@H]4COC5=CC(=C(C=C5[C@@H]4C3=O)OC)OC,Active,4,True
47583,COC1=CC=C(C=C1)N2C3=NC(=NC=C3N=C(C2=O)C4=CC(=CC(=C4)F)F)N5CCNCC5,Active,4,True
47584,C[C@H]([C@@H]1C[C@@]1(C)[C@H](C2=CC=CC=C2)NC(=O)C3=NC=CN=C3)C(=O)NC4=CC5=CC=CC=C5C=C4,Active,4,True
47585,C1=CC(=CC=C1C[C@H](C(=O)O)N)Cl,Active,4,True
47588,CN(C)C(=O)C1=CC2=C(N1CC3=NC4=CC=CC=C4N3)C[C@@H]5[C@H]2[C@](N(C5)C(=O)C6=CC=CC=C6)(CC7=CC=C(C=C7)OC)C(=O)OC,Active,4,True
47589,CC(C)OC(=O)C1=CC2=C(N1)C=CC=C2OC[C@H](CNC(C)(C)C)O,Active,4,True
47590,CC1=C([C@H](C(=C(N1CC#C)C)C(=O)OC)C2=CC(=CC=C2)N3OO3)C(=O)CCO,Active,4,True
47591,C1=CC=C(C(=C1)CN2C3=NC=NC=C3N=C(C2=O)C4=CC=C(C=C4)Cl)Cl,Active,39,True
47592,CN(C)CC1=CC=CC=C1C2=NC=CC(=N2)NCC3=C(C=C(C=C3)OC)OC,Active,4,True
47593,C1=CC=C(C=C1)CCC2=NC3=CN=C(N=C3N(C2=O)CCC#N)OC4=CC=CC=C4,Active,4,True
47594,C1CN(CCC12CN(C2)CC3=CC=NC=C3)C(=O)OC4=CC=CC=C4,Active,4,True
47595,C[C@H]([C@H]1C[C@]1(C)[C@@H](C2=CC=CC=C2)NC(=O)OCC3=CC=CC=C3)C(=O)NCC4=CC=CC=N4,Active,4,True
47596,C(C(=O)N)I,Active,4,True
47597,C[C@H]([C@@H]1C[C@@]1(C)[C@H](C2=CC=CC=C2)NP(=O)(C3=CC=CC=C3)C4=CC=CC=C4)C(=O)CC5=CC6=CC=CC=C6C=C5,Active,4,True
47599,CN(C)CC1=CC=CC=C1C2=CC3=C(C=C2)N=CN=C3NCC4=CC=CC=C4OC,Active,4,True
47600,C1CNCCC12CN(C2)C3=CC=CC(=C3)C4=CC=CC=C4,Active,4,True
47601,CCCCCCC(C)(C)C1=CC(=C(C=C1)[C@@H]2C[C@@H](CC[C@@H]2CCCO)O)O,Active,4,True
47602,CCN1CCC[C@H]1CNC(=O)C2=C(C(=CC(=C2OC)Cl)Cl)O,Active,4,True
47603,CC1=CC=CC=C1O[C@H](CCNC)C2=CC=CC=C2,Active,4,True
47604,CC1=CC=CC=C1C2=CC(=NC=N2)NCCN3CCOCC3,Active,4,True
47605,CC(C)C1=CC(=CC2=C1C[C@](CC2)(CCN(C)CCCC3=NC4=CC=CC=C4N3)OC(=O)C5CC5)F,Active,4,True
47607,C1[C@H]([C@@H]1C(=O)O)[C@H](C2=CC=CC=C2)NC(=O)OCC3=CC=CC=C3,Active,4,True
47608,C[C@H]([C@@H]1C[C@@]1(C)[C@H](C2=CC=CC=C2)NC(=O)C3=CN=CC=C3)C(=O)NC4=CC5=CC=CC=C5C=C4,Active,4,True
47609,CCN(CCCl)CC1=CC=CC=C1Br,Active,4,True
47610,CC1=NCCC2=C1NC3=C2C=CC(=C3)O,Active,4,True
47612,CN(C)CC1=CC=CC=C1C2=CN=CN=C2NCC3=CN=CC=C3,Active,4,True
47613,C1C[C@@]2(CCN(C2)CC3=CC=CC=C3)CN(C1)C(=O)OC4=CC=CC=C4,Active,4,True
47614,COCCN1C2=NC(=NC=C2N=C(C1=O)C3=CC=CC(=C3)C#N)OC4=CC=C(C=C4)OC,Active,4,True
47615,CC1=C(C(NC(=O)N1CCCCCC(=O)O)C2=CC3=CC=CC=C3C=C2)C(=O)OCC4=CC=CC=C4,Active,4,True
47616,C1CC2(CCN(CC2)C(=O)C3=NC=CN=C3)CN(C1)CC4=NC=CS4,Active,4,True
47618,CC[C@]1(C2=C(COC1=O)C(=O)N3CC4=CC5=CC=CC=C5N=C4C3=C2)O,Active,33,True
47619,C1COCCN1C2=NC=C3C(=N2)N(C(=O)C(=N3)C4=CC=CC(=C4)C#N)CCC#N,Active,4,True
47620,CCCCCCCCCCCCCCC[C@H]([C@H](CO)N)O,Active,4,True
47621,C1CC2(CCN(CC2)C(=O)C3=NC=CN=C3)CN(C1)C4=CC=C(C=C4)C5=CC=CC=C5,Active,4,True
47622,CN(C)C(=O)C1=CC=C(C=C1)C2=NC3=CC=CC=C3C(=N2)NCC4=CC=CC=C4,Active,4,True
47623,C1CC2=CC=CC=C2[C@H](/C(=C/C(=O)O)/C1)O,Active,4,True
47624,CC1=CC=CC=C1C2=CN=CN=C2N3CCNCC3,Active,4,True
47625,CC(C)C1=CC2=C(C=C1)N(C(=C2SC(C)(C)C)CC(C)(C)C(=O)O)CC3=CC=C(C=C3)Cl,Active,4,True
47626,CN1C2=NC(=NC=C2N=C(C1=O)C3=CC=CS3)N4CCOCC4,Active,33,True
47627,COC(=O)N1CCC[C@]2(C1)CCN(C2)C(=O)NC3=CC(=CC=C3)F,Active,4,True
47628,COC1=CC=CC(=C1)CN2C3=NC(=NC=C3N=C(C2=O)C4=CC=C(C=C4)F)OC,Active,4,True
47629,C1=CC=C(C=C1)CCC2=NC3=CN=C(N=C3N(C2=O)CCC#N)OC4=CC(=CC=C4)Cl,Active,4,True
47631,CCNC1=NC=C2C(=N1)N(C(=O)C(=N2)C3=CC=C(C=C3)OC)CCC#N,Active,4,True
47633,COC1=CC=C(C=C1)C2=NC3=CN=C(N=C3N(C2=O)C[C@H]4CCCO4)N5CCOCC5,Active,4,True
47635,CC(=O)NCCNC1=NC(=NC=C1)C2=CC=CC=C2C(F)(F)F,Active,4,True
47636,CN(C)C(=O)C1=CC=C(C=C1)C2=CN=CN=C2NCCC3=CNC4=C3C=C(C=C4)OC,Active,4,True
47637,C[C@H]([C@H]1C[C@]1(C)[C@@H](C2=CC=CC=C2)NC(=O)OCC3=CC=CC=C3)C(=O)NCCF,Active,4,True
47638,C1=CC(=C(C=C1C=C(C#N)C#N)O)O,Active,4,True
47639,CN(C)C1=NC=C2C(=N1)N(C(=O)C(=N2)C3=CC=CC=C3)C4=CC=CC=C4,Active,44,True
47640,CN(CCC1=CC(=C(C=C1)Cl)Cl)CCN2CCCC2,Active,4,True
47641,COC1=CC=CC(=C1)C2=CN=CN=C2NCCN3CCOCC3,Active,4,True
47642,CC1=C(NC(=O)N1)C(=O)C2=CC=C(C=C2)SC,Active,4,True
47643,CCOC(=O)C1=C(NC(=S)NC1C2=CC(=CC=C2)O)C,Active,4,True
47645,COCCN1C2=NC(=NC=C2N=C(C1=O)C3=CC=C(C=C3)F)NC4=CC(=CC=C4)OC,Active,4,True
47646,C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CC3=CNC4=CC=CC=C43,Active,4,True
47648,CCNC1=NC=C2C(=N1)N(C(=O)C(=N2)C3=CC=CC=C3)CCC4=CC=CC=C4,Active,4,True
47649,COC1=CC=CC(=C1)NC2=NC=C3C(=N2)N(C(=O)C=N3)CCC4=CC=CC=C4,Active,4,True
47650,C1CC2(CCN(CC2)C(=O)C3=CSN=N3)CN(C1)C4=NC=CC=N4,Active,4,True
47652,C1CCN(CC1)[C@@H](CC2=CC=CC=C2)C3=CC=CC=C3,Active,4,True
47654,COC1=C(C=C(C=C1)CCN2C3=C(C=C2C(=O)N4CCCC4)[C@H]5[C@@H](C3)CN([C@@]5(CC6=CC=C(C=C6)F)C(=O)OC)C(=O)C7=CC=CC=C7)Br,Active,4,True
47655,CC1C2=CC(NCC2=C(C1=O)C3=CC=CC=C3)(CC(C)C)C(=O)OC,Active,4,True
47656,C[C@@](C1=CC=C(C=C1)C2=NNN=N2)(C(=O)O)N,Active,4,True
47657,C[C@](C(=O)NC1=CC=C(C=C1)S(=O)(=O)C2=CC=CC=C2)(C(F)(F)F)O,Active,4,True
47658,C1CN(CCC12CCN(CC2)C(=O)C3=CC=NC=C3)C(C4=CC=CC=C4)C5=CC=CC=C5,Active,4,True
47659,C1C[C@@H](OC1)CN2C3=NC(=NC=C3N=C(C2=O)CCC4=CC=CC=C4)OC5=CC=CC=C5,Active,4,True
47660,CN1C=CC=C1C(=O)N2CCC3(CCCN(C3)C(C4=CC=CC=C4)C5=CC=CC=C5)CC2,Active,4,True
47661,CC1=NN(C(=C1)C(=O)N[C@@H](C2=CC=CC=C2)[C@@]3(C[C@H]3[C@@H](C)C(=O)NC4=CC5=CC=CC=C5C=C4)C)C,Active,4,True
47662,C1=CC=C(C=C1)N2C3=CC=CC=C3C(C2=O)(CC4=CC=NC=C4)CC5=CC=NC=C5,Active,4,True
47663,CC1=C(C(=C(C(=N1)N=NC2=CC3=C(C=C(C=C3S(=O)(=O)[O-])[N+](=O)[O-])C(=C2)S(=O)(=O)[O-])COP(=O)([O-])[O-])C=O)O,Active,4,True
47664,CC(C)[C@H]1C(=O)N2CCC[C@@H]2[C@]3(N1C(=O)[C@@](O3)(C(C)C)NC(=O)[C@@H]4CN([C@@H]5CC6=CNC7=CC=CC(=C67)C5=C4)C)O,Active,4,True
47665,C1[C@H](NC[C@]1(C(=O)O)N)C(=O)O,Active,4,True
47667,C1C[C@@]2(CCN(C2)C3=CC=CC=C3)CN(C1)C(=O)C4=NC=CN=C4,Active,4,True
47668,COC1=CC=C(C=C1)N2C3=NC(=NC=C3N=C(C2=O)CCC4=CC=CC=C4)N5CCNCC5,Active,4,True
47669,C1=CC=C(C=C1)OC2=NC=C3C(=N2)N(C(=O)C(=N3)C4=CC=CS4)CC5=CC=CS5,Active,4,True
47671,CC1(CCC(C2=C1C=CC(=C2)C(=O)NC3=CC=C(C=C3)C(=O)O)(C)C)C,Active,4,True
47672,CC(=O)N[C@@H](CC1=CNC2=CC=CC=C21)C(=O)OCC3=CC(=CC(=C3)C(F)(F)F)C(F)(F)F,Active,4,True
47673,CCCC[C@@H]1C[C@H]1C(C2=CC=C(C=C2)C3=CC=CC=C3)NC(=O)C4=CC=CS4,Active,37,True
47674,CCN1C=CN=C1C[C@@H]2COC3=CC=CC=C3O2,Active,4,True
47675,CC(=O)[C@]12CCCC[C@@H]1C[C@H]3[C@]2(CC[C@H]4[C@H]3CC(=O)[C@@]5([C@@]4(CC[C@H](C5)OC(=O)C)C)O)C,Active,4,True
47677,COC1=CC=C(C=C1)OC2=NC=C3C(=N2)N(C(=O)C(=N3)C4=CC=C(C=C4)F)CC5=CC=CS5,Active,4,True
47678,CC1(C2=CC=CC=C2C(=O)N(C1=O)CCN3CCN(CC3)C4=CC=CC=C4OC)C,Active,4,True
47679,COC1=NC=C2C(=N1)N(C(=O)C(=N2)C3=CC=CS3)CC4=CC=C(C=C4)F,Active,35,True
47680,CC1=CN=C(C=N1)CNC2=NC=NC(=C2)C3=CC=CC=C3C(F)(F)F,Active,4,True
47681,C1CN(CCN1)C2=NC=C3C(=N2)N(C(=O)C=N3)CCC#N,Active,4,True
47682,CN1C2=NC(=NC=C2N=C(C1=O)C3=CC=C(C=C3)OC)N4CCNCC4,Active,4,True
47683,CN1[C@@H](CCC[C@H]1CC(=O)C2=CC=CC=C2)C[C@H](C3=CC=CC=C3)O,Active,4,True
47684,CC(=C)[C@H]1CC2=C(O1)C=CC3=C2O[C@@H]4COC5=CC(=C(C=C5[C@@H]4C3=O)OC)OC,Active,4,True
47687,CN1CCN(CC1)C2=NC=C3C(=N2)N(C(=O)C(=N3)C4=CC=C(C=C4)F)CC5=CC=CS5,Active,4,True
47688,C1[C@H]([C@@H]1C(=O)NCC2=CC=CC=C2)[C@H](C3=CC=CC=C3)NC(=O)OCC4=CC=CC=C4,Active,4,True
47689,CC1=C([C@H](C(=C(N1)C)C(=O)OC(C)C)C2=CC(=CC=C2)[N+](=O)[O-])C(=O)OCCOC,Active,4,True
47690,C1CN(CCC1OC(=O)C(C2=CC=CC=C2)C3=CC=CC=C3)CCCl,Active,29,True
47691,C1=CC(=CC(=C1)Cl)OC2=NC=C3C(=N2)N(C(=O)C(=N3)C4=CC=C(C=C4)F)CCC#N,Active,43,True
47692,CN1C=C(C2=CC=CC=C21)C3=NC4=CN=C(N=C4N(C3=O)CC5=CC=C(C=C5)F)OC,Active,4,True
47693,CC(C)CN1CC[C@]2(C1)CCCN(C2)C(=O)OC3=CC=CC=C3,Active,4,True
47695,COC1=CC2=C(C=CC=C2N3CCN(CC3)CCNC(=O)C4=CC=C(C=C4)F)C=C1,Active,4,True
47697,C1CC2(CCN(CC2)C(=O)C3=NC=CN=C3)CN(C1)C(C4=CC=CC=C4)C5=CC=CC=C5,Active,4,True
47699,COCCN1C2=NC(=NC=C2N=C(C1=O)CCC3=CC=CC=C3)NC4=CC(=CC=C4)OC,Active,35,True
47700,CN(C)C1=NC=C2C(=N1)N(C(=O)C(=N2)C3=CC=CC=C3)CC4=CC=C(C=C4)F,Active,4,True
47701,CC1=CN=C(C=N1)CNC2=NC=NC(=C2)C3=CN=CC=C3,Active,4,True
47703,CN(C)CCCC1=C(C=CC(=C1)C(=O)NC2=CC=C(C=C2)C3=CC=NC=C3)O,Active,4,True
47704,CS(=O)(=O)NC1=CC=CC(=C1)C2=NC3=CC=CC=C3C(=N2)N4CCNCC4,Active,4,True
47707,CN1CCN(CC1)C2=NC(=NC3=CC=CC=C32)C4=CC(=CC=C4)NS(=O)(=O)C,Active,4,True
47709,COC1=CC=C(C=C1)C2=NC3=CN=C(N=C3N(C2=O)CCC4=CC=CC=C4)OC,Active,4,True
47710,C1C[C@@]2(CCN(C2)C3=NC=CC=N3)CN(C1)C(=O)C4=CC(=CC=C4)F,Active,4,True
47711,CC1=NC2=CN=CN=C2N(C1=O)CCOC,Active,4,True
47712,CN1CCC=C(C1)C(=O)OCC#C,Active,4,True
47715,CCN(CC)CCOC1=CC=C(C=C1)CC2=CC=CC=C2,Active,4,True
47718,COC1=CC=C(C=C1)N2C3=NC=NC=C3N=C(C2=O)C4=CC=C(C=C4)Cl,Active,4,True
47719,CCCCCN=C1C=CN(C2=CC=CC=C12)CC3=CC=CC=C3,Active,4,True
47720,C1=CC=C(C(=C1)CN2C3=NC=NC=C3N=C(C2=O)C4=CC(=CC(=C4)F)F)Cl,Active,33,True
47722,CN(C)C1=NC=C2C(=N1)N(C(=O)C(=N2)C3=CC=C(C=C3)Cl)C4=CC=CC=C4,Active,4,True
47724,CC[C@](CCC(=O)O)(C(=O)O)N,Active,4,True
47726,CO[C@H]1[C@@H](C[C@H]2CN3CCC4=C([C@@H]3C[C@@H]2[C@H]1C(=O)OC)NC5=C4C=CC(=C5)OC)OC(=O)C6=CC(=C(C(=C6)OC)OC)OC,Active,4,True
47727,CC(=O)N1CCN(CC1)C2=CC=C(C=C2)OC[C@H]3CO[C@](O3)(CN4C=CN=C4)C5=C(C=C(C=C5)Cl)Cl,Active,4,True
47729,CN1C=C(C2=CC=CC=C21)C3=NC4=CN=CN=C4N(C3=O)CC5=CC=C(C=C5)F,Active,39,True
47730,CCC/C=C(\CCC)/C(C1=CC=C(C=C1)C(=O)OC)NC(=O)C2=CC=CC=C2,Active,4,True
47733,COCCN1C2=NC(=NC=C2N=C(C1=O)C3=CC=CC(=C3)C#N)OCC4=CC=CC=C4,Active,4,True
47734,CN1C=C(C2=CC=CC=C21)C3=NC4=CN=C(N=C4N(C3=O)C5CC5)OC6=CC=CC=C6,Active,4,True
47735,CC1=NC2=CN=C(N=C2N(C1=O)CC3=CC(=CC=C3)OC)OC4=CC=C(C=C4)OC,Active,4,True
47736,COC(=O)C1CC1C(C2=CC=CC=C2)NC(=O)[C@@H]3CCCN3,Active,4,True
47737,CCCC[C@@H]1C[C@H]1C(C2=CC=CC=C2C(F)(F)F)NC(=O)C3=CC=CC=C3,Active,4,True
47739,C[C@]12CC[C@H](C([C@@H]1CCC(=C)[C@H]2COC3=CC4=C(C=C3)C=CC(=O)O4)(C)C)O,Active,4,True
47740,C([C@@H](C(=O)O)N)SS(=O)(=O)[O-],Active,4,True
47742,CC[N+](CC)(CC)CCOC1=CC=C(C=C1)/C=C\C2=CC=CC=C2,Active,4,True
47743,COC1=CC=CC(=C1)NC2=NC=C3C(=N2)N(C(=O)C(=N3)C4=CC=CS4)C[C@H]5CCCO5,Active,36,True
47744,CN1CCN(CC1)C2=NC=C3C(=N2)N(C(=O)C(=N3)C4=CC=CC=C4)CCC#N,Active,4,True
47745,CCOC(=O)C1=C(N(C(=C([C@H]1C2=CC(=CC=C2)[N+](=O)[O-])C(=O)OC)C)CC#C)C,Active,4,True
47746,CN1C[C@H](C[C@@H]2[C@@H]1CC3=CN(C4=CC=CC2=C34)C)CNC(=O)OCC5=CC=CC=C5,Active,4,True
47747,C[C@H]1CCC/C=C\[C@H]2C[C@@H](C[C@@H]2[C@@H](/C=C\C(=O)O1)O)O,Active,4,True
47748,CCCN(CCC1=CC=CC=C1)[C@H]2CCC3=C(C2)C=CC=C3O,Active,4,True
47749,CN(C)C(=O)C1=CC=C(C=C1)C2=CC(=NC=N2)N(C)CC3=CC=CO3,Active,4,True
47750,CCCC[C@@H]1C[C@H]1C(C2=CC=C(C=C2)C3=CC=CC=C3)NC(=O)C4=CN=CC=C4,Active,4,True
47751,C1=CC(=CC=C1CCN)S(=O)(=O)F,Active,4,True
47752,CN(C)CC1=CC=CC=C1C2=CC3=C(C=C2)N=CN=C3NCCOC,Active,4,True
47753,CCC1=CC=CC=C1OC[C@@H](CN[C@@H]2CCC3=CC=CC=C3C2)O,Active,4,True
47754,C1=CC=C2C(=C1)C(=NN(C2=O)CC3=C(C=C(C=C3)Br)F)CC(=O)O,Active,4,True
47755,C1C[C@@]2(CCN(C2)C(=O)NC3=CC=CC=C3)CN(C1)C(=O)OC4=CC=CC=C4,Active,4,True
47756,C1CCC(C1)N2C=C(C3=C(N=CN=C32)N)C4=CC=C(C=C4)OC5=CC=CC=C5,Active,4,True
47758,CCNC1=NC=C2C(=N1)N(C(=O)C(=N2)C3=CN(C4=CC=CC=C43)C)C5=CC=CC=C5,Active,4,True
47759,CN1CCN(CC1)[C@@H]2CC3=CC=CC=C3SC4=C2C=C(C=C4)Cl,Active,4,True
47760,CN1C=C(C2=CC=CC=C21)C3=NC4=CN=C(N=C4N(C3=O)CCC5=CC=CC=C5)N6CCNCC6,Active,4,True
47761,COC1=CC=C(C=C1)C2=NC3=CN=C(N=C3N(C2=O)CCC#N)OC,Active,4,True
47762,C1CN(CCN1CCOC(C2=CC=CC=C2)C3=CC=CC=C3)C/C=C\C4=CC=CC=C4,Active,4,True
47763,CN1C=C(C2=CC=CC=C21)C3=NC4=CN=C(N=C4N(C3=O)CCOC)OC5=CC=CC=C5,Active,4,True
47764,CN(C)C(=O)C1=CC=C(C=C1)C2=NC3=CC=CC=C3C(=N2)NCC4=CC=CC=C4OC,Active,4,True
47765,C1CN(CCC12CCN(CC2)C(=O)C3=CC(=CC=C3)F)C4=CC=CC(=C4)C5=CC=CC=C5,Active,4,True
47766,CCNC1=NC=C2C(=N1)N(C(=O)C(=N2)C3=CC=C(C=C3)Cl)C4=CC=C(C=C4)OC,Active,34,True
47767,COCCN1C2=NC(=NC=C2N=C(C1=O)C3=CC=CS3)NC4=CC=CC=C4,Active,4,True
47768,COC1=CC=C(C=C1)N2C3=NC(=NC=C3N=C(C2=O)C4=CC=C(C=C4)F)N5CCNCC5,Active,4,True
47769,CC1=CC=CC=C1C2=NC3=CC=CC=C3C(=N2)NC4CCNCC4,Active,4,True
47770,C[C@](CO)([C@H]1CC2=C(C3=CC=CC=C3N=C2O1)OC)O,Active,4,True
47771,C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@@H]2C[C@](CC3=C2C(=C4C(=C3O)C(=O)C5=CC=CC=C5C4=O)O)(C(=O)C)O)N)O,Active,4,True
47772,CC1=C(N(C2=C1C=C(C=C2)F)CC3=CC=C(C=C3)Cl)CC(C)(C)C(=O)O,Active,4,True
47773,CC1=CC(=CC=C1)CNC2=NC(=NC3=CC=CC=C32)C4=CC=C(C=C4)C(=O)N(C)C,Active,4,True
47775,C1C[C@@H]([C@@H](NC1)C2=CC=CC=C2)OCC3=CC(=CC(=C3)C(F)(F)F)C(F)(F)F,Active,4,True
47777,C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)C)O)N)O,Active,4,True
47778,CN(C)C1=NC=C2C(=N1)N(C(=O)C(=N2)C3=CC=CS3)CCC4=CC=CC=C4,Active,33,True
47779,COC1=CC=CC(=C1)CN2C3=NC(=NC=C3N=C(C2=O)C4=CC=CC=C4)OC,Active,4,True
47780,CN1C=CC=C1C(=O)N2CCC3(CCCN(C3)C4=CC=CC=N4)CC2,Active,4,True
47783,CC1=C2[C@H](C(=O)[C@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@](C2(C)C)(C[C@@H]1OC(=O)[C@@H]([C@H](C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C,Active,4,True
47787,COC1=CC=C(C=C1)N2C(=O)C=NC3=CN=C(N=C32)NC4=CC=CC=C4,Active,37,True
47788,C1=CC=C(C(=C1)CN2C(=O)C=NC3=CN=CN=C32)Cl,Active,4,True
47789,COC1=NC=C2C(=N1)N(C(=O)C(=N2)CCC3=CC=CC=C3)C4=CC=CC=C4,Active,4,True
47790,CC1=CC=CC=C1C2=CN=CN=C2NC,Active,4,True
47791,CC(C)C[C@H](C(=O)O)NC(=O)OCC1C2=CC=CC=C2C3=CC=CC=C13,Active,4,True
47795,COCC(=O)N1CCC[C@]2(C1)CCN(C2)C(C3=CC=CC=C3)C4=CC=CC=C4,Active,4,True
47798,C1COCCN1C2=NC=C3C(=N2)N(C(=O)C(=N3)C4=CC=C(C=C4)F)C5=CC=CC=C5,Active,37,True
47799,CCCC/C=C/C(C1=CC=CC=C1)NC(=O)C(C)(C)C,Active,4,True
47802,CN(C)C1=NC=C2C(=N1)N(C(=O)C(=N2)C3=CC=C(C=C3)F)CCC#N,Active,39,True
47803,CCCCCCCCCCCCC/C=C\[C@H]([C@H](CO)N)O,Active,28,True
47804,C1CC2(CCN(CC2)C(=O)C3=CC=CO3)CN(C1)CC4=CC=NC=C4,Active,4,True
47808,C[C@H]([C@@H]1C[C@@]1(C)[C@H](C2=CC=CC=C2)NC(=O)OCC3=CC=CC=C3)C(=O)NCCC4=CNC5=CC=CC=C54,Active,4,True
47809,C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)O[C@H]4[C@@H]([C@@H]([C@@H]([C@@H](O4)CO)O)O)O)O)O)O,Active,4,True
47812,COCCNC1=NC=NC(=C1)C2=CC=CC=C2C(F)(F)F,Active,4,True
47813,CN(C)C(=O)C1=CC=C(C=C1)C2=CC(=NC=N2)NC3=CC=CC=C3,Active,4,True
47814,CC(C)[C@]1(C(=O)N2[C@H](C(=O)N3CCC[C@@H]3[C@@]2(O1)O)CC4=CC=CC=C4)NC(=O)[C@@H]5CN([C@@H]6CC7=CNC8=CC=CC(=C78)C6=C5)C,Active,4,True
47816,COC1=CC=C(C=C1)C2=NC3=CN=C(N=C3N(C2=O)CCC4=CC=CC=C4)N5CCNCC5,Active,4,True
47817,CC1=CC(=CC=C1)CNC2=NC=NC=C2C3=CC=CC=C3C(F)(F)F,Active,4,True
47818,C[C@H]([C@H]1C[C@]1(C)[C@@H](C2=CC=CC=C2)NC(=O)OCC3=CC=CC=C3)C(=O)OC,Active,4,True
47819,C1=COC(=C1)CNC2=NC=NC3=C2NC=N3,Active,4,True
47820,COCCN1C2=NC(=NC=C2N=C(C1=O)C3=CC=CC(=C3)C#N)NC4=CC=CC=C4,Active,36,True
47821,CN1C2=NC(=NC=C2N=C(C1=O)C3=CC=C(C=C3)OC)NC4=CC(=CC=C4)OC,Active,4,True
47822,CN1C=CC=C1C(=O)N2CCC3(CCCN(C3)CC4=CC=C(C=C4)C#N)CC2,Active,4,True
47823,CCCC/C=C/C(C1=CC=CC=C1)NC(=O)C2=CC=C(C=C2)C3=CC=CC=C3,Active,4,True
47825,CN(C)C(=O)C1=CC=C(C=C1)C2=NC=CC(=N2)NCC3=CC=CC=C3,Active,4,True
47826,C#CCCCC(=O)NC1=CC=CC=C1,Active,4,True
47827,CCCCCC1=C2CNC(C=C2C(C1=O)C)(C)C(=O)OC,Active,4,True
47828,C[C@H](C1=CC=CC=C1)NC(=O)/C(=C/C2=CC(=C(C=C2)O)O)/C#N,Active,4,True
47829,CC(C)CN1CC[C@]2(C1)CCCN(C2)C(=O)C3=CC(=CC(=C3)C(F)(F)F)C(F)(F)F,Active,4,True
47830,COC1=CC=C(C=C1)OC2=NC=C3C(=N2)N(C(=O)C(=N3)CCC4=CC=CC=C4)CCC#N,Active,4,True
47831,CCC/C=C(\CCC)/C(C1=CC=CC=C1)NS(=O)(=O)C2=CC=C(C=C2)Cl,Active,4,True
47832,C[C@@]12CC=C3[C@H]([C@H]1CC[C@H]2C(=O)CN4CCN(CC4)C5=NC(=NC(=C5)N6CCCC6)N7CCCC7)CCC8=CC(=O)C=C[C@]83C,Active,4,True
